,user_id,giorno_min,giorno_max,durata_vita,conteggio_giorni_totale,device_type,browser_type,os_type,site_giallozafferano,site_repubblica,site_subito,site_ansa,site_kijiji,site_corriere,site_ebay,site_pianetadonna,site_aranzulla,site_greenme,site_gazzetta,site_sole24ore,site_pourfemme,site_alfemminile,site_corrieresport,site_cookaround,site_autoscout,site_staseratv,prima_citta_stato_cod,prima_citta_cod
4295,4296,2019-03-13,2019-06-16,96,29,2,251,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,RM
4296,4297,2019-05-27,2019-03-06,8,3,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,BS
4299,4300,2019-05-19,2019-05-19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,BO
4300,4301,2019-11-06,2019-11-06,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,TV
4301,4302,2019-01-17,2019-06-16,151,37,5,128,132,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,GE
4302,4303,2018-09-21,2019-05-23,245,33,1,173,133,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,RM
4303,4304,2019-04-06,2019-04-06,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MI
4304,4305,2019-04-06,2019-04-06,1,1,5,227,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,TS
4305,4306,2019-05-16,2019-05-16,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,RM
4308,4309,2019-04-23,2019-09-06,48,7,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,NA
4309,4310,2019-05-28,2019-04-06,8,2,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,ME
4310,4311,2019-06-06,2019-06-14,9,3,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,BL
4311,4312,2019-05-23,2019-08-06,17,4,1,128,131,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,SA
4312,4313,2019-02-23,2019-06-15,113,79,1,128,131,0,6,0,8,0,0,0,0,0,0,7,1,4,0,1,0,0,14,ITA,LU
4313,4314,2019-05-18,2019-05-18,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,ME
4314,4315,2019-05-27,2019-05-27,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,FE
4316,4317,2019-11-02,2019-05-18,97,31,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,FI
4319,4320,2019-05-17,2019-12-06,27,8,2,218,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,BG
4322,4323,2019-03-26,2019-05-23,59,4,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,GE
4325,4326,2019-05-23,2019-05-23,1,1,1,254,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,TO
4326,4327,2019-02-28,2019-05-16,78,7,2,10,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,BS
4327,4328,2019-10-06,2019-10-06,1,1,2,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,FM
4329,4330,2019-05-17,2019-05-27,11,6,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MB
4330,4331,2019-05-05,2019-05-19,15,4,1,128,131,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,TA
4331,4332,2019-05-24,2019-08-06,16,3,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,RC
4332,4333,2019-06-14,2019-06-14,1,1,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,CR
4333,4334,2019-06-14,2019-06-15,2,2,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,VC
4334,4335,2019-05-19,2019-05-19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MO
4335,4336,2019-03-05,2019-05-24,22,3,2,156,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,RM
4336,4337,2019-04-13,2019-03-06,52,8,1,173,133,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ITA,VE
4337,4338,2019-05-06,2019-06-13,9,3,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,FI
4338,4339,2019-03-19,2019-06-16,90,36,2,11,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,BG
4340,4341,2019-10-04,2019-06-14,66,10,5,228,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,NA
4341,4342,2019-05-19,2019-05-20,2,2,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,CS
4342,4343,2019-05-30,2019-05-30,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,GE
4343,4344,2017-03-06,2019-05-30,727,288,5,86,133,48,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,ITA,MI
4344,4345,2019-05-17,2019-05-30,14,5,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ITA,NA
4345,4346,2019-05-15,2019-05-20,6,3,2,156,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,NA
4346,4347,2019-06-13,2019-06-13,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MC
4347,4348,2019-12-06,2019-06-13,2,2,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,PI
4348,4349,2019-05-31,2019-05-31,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,AN
4349,4350,2017-06-25,2019-06-15,721,295,1,173,133,1,0,0,2,4,0,1,0,0,0,7,1,0,0,2,0,1,0,ITA,PU
4350,4351,2019-01-06,2019-01-06,1,1,2,86,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,TR
4352,4353,2019-06-14,2019-06-14,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,FM
4353,4354,2019-05-19,2019-05-19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,NA
4354,4355,2019-05-16,2019-05-16,1,1,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,FC
4356,4357,2019-05-18,2019-05-06,19,3,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,FE
4358,4359,2019-05-28,2019-05-28,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,PD
4359,4360,2018-03-07,2019-07-06,340,82,1,173,133,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,ITA,MO
4360,4361,2019-05-31,2019-05-31,1,1,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,BO
4363,4364,2019-05-18,2019-05-18,1,1,2,156,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,BO
4364,4365,2019-05-30,2019-05-30,1,1,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,SA
4365,4366,2018-04-07,2019-06-15,347,161,1,173,133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,TV
4366,4367,2019-05-25,2019-05-25,1,1,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MI
4367,4368,2019-05-21,2019-05-21,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,NA
4368,4369,2019-04-24,2019-05-16,23,2,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MI
4369,4370,2019-05-17,2019-05-17,1,1,2,251,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MI
4370,4371,2019-05-25,2019-06-16,23,5,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MI
4371,4372,2019-05-26,2019-05-26,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,PR
4372,4373,2019-04-23,2019-05-29,37,4,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,CE
4373,4374,2019-11-04,2019-05-18,38,11,2,255,20,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,ITA,RN
4374,4375,2019-05-27,2019-05-27,1,1,5,254,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,CR
4375,4376,2019-06-06,2019-06-06,1,1,5,156,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,BG
4376,4377,2019-05-22,2019-06-14,24,15,2,156,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,TO
4378,4379,2019-05-29,2019-02-06,5,2,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,RM
4379,4380,2018-04-02,2019-06-06,488,232,1,173,133,0,2,0,1,0,9,0,0,1,0,0,0,0,0,0,0,0,1,ITA,MI
4380,4381,2019-10-02,2019-03-06,114,17,2,156,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,RM
4381,4382,2019-05-04,2019-06-15,72,16,1,128,131,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,FI
4382,4383,2019-06-15,2019-06-15,1,1,2,251,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,RM
4384,4385,2019-06-06,2019-06-06,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,PR
4385,4386,2019-05-17,2019-05-17,1,1,2,253,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MI
4386,4387,2019-05-24,2019-05-28,5,3,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,PD
4387,4388,2019-04-23,2019-09-06,48,7,2,86,144,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,RM
4388,4389,2019-03-30,2019-06-15,78,18,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,VI
4389,4390,2019-06-14,2019-06-14,1,1,2,86,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,CA
4391,4392,2019-05-30,2019-05-31,2,2,2,11,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,AR
4392,4393,2019-01-04,2019-06-15,76,28,2,86,124,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,ITA,PE
4394,4395,2019-06-13,2019-06-13,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,BO
4395,4396,2019-11-04,2019-06-14,65,4,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,LC
4396,4397,2019-05-25,2019-05-25,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MI
4397,4398,2019-05-29,2019-05-29,1,1,1,227,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,PA
4398,4399,2019-11-06,2019-11-06,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,TO
4399,4400,2019-05-22,2019-05-22,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,RM
4401,4402,2019-08-06,2019-08-06,1,1,2,156,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,VI
4403,4404,2019-03-06,2019-03-06,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,BS
4404,4405,2018-06-26,2019-06-14,354,277,2,86,1,0,0,0,4,0,0,0,0,0,1,0,0,0,3,1,0,0,0,ITA,CE
4406,4407,2019-05-16,2019-05-16,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,AV
4409,4410,2019-05-16,2019-05-16,1,1,1,227,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,PV
4410,4411,2019-09-05,2019-02-06,25,8,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MI
4411,4412,2019-06-14,2019-06-14,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,LU
4412,4413,2019-10-06,2019-10-06,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,RM
4413,4414,2018-11-12,2019-06-16,188,144,2,86,144,0,0,7,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,ITA,FI
4414,4415,2019-04-24,2019-05-26,33,3,2,251,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MI
4415,4416,2019-04-17,2019-05-28,42,11,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ITA,RM
4416,4417,2018-10-05,2019-06-15,402,108,2,86,144,3,0,0,3,0,5,0,0,0,0,0,0,0,1,0,0,0,13,ITA,VA
4417,4418,2019-12-05,2019-05-25,14,3,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,UD
4418,4419,2018-06-20,2019-09-06,355,167,2,251,144,6,18,2,0,18,7,0,2,0,0,3,0,0,8,1,0,0,0,ITA,PA
4420,4421,2019-04-15,2019-06-16,63,45,2,86,144,0,24,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,ITA,PA
4422,4423,2018-09-08,2019-06-13,309,158,1,254,131,1,20,0,7,0,4,0,0,0,1,4,3,1,1,3,0,0,69,ITA,RN
4423,4424,2019-12-05,2019-05-26,15,7,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,AN
4424,4425,2018-03-07,2019-06-15,348,112,1,173,133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,LE
4425,4426,2019-04-06,2019-06-06,3,3,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,NA
4427,4428,2019-02-05,2019-05-24,23,3,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,VA
4429,4430,2018-03-08,2019-06-13,315,127,1,173,133,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,ITA,NA
4430,4431,2019-05-26,2019-07-06,13,2,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,TP
4431,4432,2019-05-17,2019-05-17,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,PT
4433,4434,2019-05-22,2019-06-13,23,7,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,CS
4434,4435,2018-02-11,2019-12-06,223,81,1,173,133,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,ITA,CE
4435,4436,2019-10-06,2019-10-06,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,NA
4436,4437,2019-05-15,2019-05-28,14,2,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,FI
4437,4438,2019-06-05,2019-07-06,33,4,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,CR
4438,4439,2019-05-22,2019-05-25,4,2,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,BO
4440,4441,2019-06-04,2019-06-16,72,30,5,128,132,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,SA
4442,4443,2019-05-30,2019-05-30,1,1,5,128,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MI
4443,4444,2019-05-17,2019-05-19,3,2,2,86,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MI
4444,4445,2019-03-22,2019-06-14,85,17,2,86,143,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,LE
4445,4446,2019-05-27,2019-05-27,1,1,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,TO
4446,4447,2019-05-28,2019-05-28,1,1,2,156,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MS
4447,4448,2019-05-27,2019-05-29,3,2,2,11,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,VR
4448,4449,2019-11-04,2019-05-16,36,6,5,254,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,CA
4449,4450,2019-08-05,2019-06-14,38,5,5,128,132,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,BS
4452,4453,2019-05-23,2019-05-29,7,5,2,255,20,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,RA
4454,4455,2019-07-06,2019-07-06,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,FI
4456,4457,2019-02-06,2019-02-06,1,1,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MC
4457,4458,2019-05-15,2019-05-20,6,4,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ITA,VR
4458,4459,2019-05-29,2019-05-29,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,LI
4459,4460,2019-05-27,2019-05-27,1,1,2,11,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,SS
4460,4461,2019-07-05,2019-06-14,39,3,2,255,20,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,ITA,TO
4461,4462,2019-04-20,2019-05-29,40,22,2,86,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,PE
4464,4465,2019-05-21,2019-05-21,1,1,2,218,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,VI
4465,4466,2019-05-30,2019-10-06,12,2,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,VT
4466,4467,2019-04-20,2019-11-06,53,4,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,CH
4469,4470,2019-06-16,2019-06-16,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,BS
4470,4471,2019-07-06,2019-07-06,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MI
4472,4473,2019-12-04,2019-03-06,53,5,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,RM
4473,4474,2019-03-21,2019-05-29,70,20,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,VI
4474,4475,2019-05-29,2019-05-29,1,1,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,RM
4475,4476,2019-06-14,2019-06-14,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,FI
4476,4477,2019-05-13,2019-09-06,28,5,2,86,144,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MB
4477,4478,2019-05-22,2019-05-30,9,4,1,254,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,BO
4478,4479,2019-01-06,2019-01-06,1,1,2,11,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MC
4479,4480,2019-03-31,2019-02-06,64,20,1,173,133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,OR
4480,4481,2019-04-29,2019-05-20,22,3,2,11,124,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,BO
4481,4482,2019-04-17,2019-06-06,51,18,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,NA
4482,4483,2019-12-05,2019-01-06,21,2,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,NA
4483,4484,2019-05-23,2019-05-23,1,1,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,FE
4484,4485,2019-04-21,2019-08-06,49,6,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,RM
4485,4486,2019-03-06,2019-06-13,11,2,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,LC
4486,4487,2019-05-27,2019-05-27,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,CE
4487,4488,2019-06-04,2019-05-19,44,3,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,PA
4488,4489,2018-10-12,2019-11-06,184,48,2,86,124,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,ITA,RM
4489,4490,2019-04-18,2019-06-14,58,27,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,RG
4490,4491,2019-05-29,2019-03-06,6,2,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,TO
4491,4492,2019-02-14,2019-06-13,120,18,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,TO
4493,4494,2019-04-13,2019-05-28,46,7,1,254,131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,RM
4495,4496,2019-05-14,2019-06-13,31,7,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MI
4496,4497,2019-03-19,2019-05-29,72,11,2,156,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,LO
4497,4498,2019-04-27,2019-05-22,26,2,2,251,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,BG
4499,4500,2019-05-26,2019-06-15,21,9,2,251,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,RO
4500,4501,2019-06-13,2019-06-13,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,NO
4501,4502,2019-12-06,2019-12-06,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,NA
4502,4503,2017-02-06,2019-06-14,743,221,2,156,134,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MI
4506,4507,2019-04-19,2019-05-16,28,20,2,251,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,RM
4508,4509,2019-12-05,2019-05-17,6,2,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MS
4509,4510,2019-04-23,2019-05-31,39,5,2,251,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,BG
4510,4511,2019-06-15,2019-06-15,1,1,5,86,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,FI
4511,4512,2019-11-06,2019-11-06,1,1,2,11,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,BI
4512,4513,2018-11-28,2019-05-18,172,24,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,VA
4514,4515,2019-02-15,2019-05-20,95,32,1,173,133,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,ITA,SA
4515,4516,2019-07-06,2019-06-15,9,3,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,NA
4517,4518,2019-05-28,2019-08-06,12,3,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,VR
4518,4519,2019-05-26,2019-05-26,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,RM
4520,4521,2019-06-15,2019-06-15,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,PN
4521,4522,2019-05-05,2019-06-16,43,17,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MO
4522,4523,2019-03-04,2019-06-14,73,10,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,ITA,RM
4524,4525,2018-07-28,2019-08-06,316,155,1,173,133,2,7,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,ITA,TO
4525,4526,2019-01-17,2019-05-16,120,12,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,CT
4526,4527,2018-02-22,2019-09-06,473,107,2,11,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,FI
4527,4528,2019-05-24,2019-05-24,1,1,2,11,124,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,ITA,TO
4528,4529,2019-05-31,2019-11-06,12,2,2,251,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,AO
4529,4530,2018-07-11,2019-01-06,207,82,1,128,131,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,ITA,TO
4530,4531,2019-02-14,2019-06-14,121,13,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,PV
4532,4533,2019-03-24,2019-06-16,85,84,1,128,131,0,0,0,21,1,2,0,0,0,0,1,2,0,3,1,0,0,6,ITA,SA
4534,4535,2019-02-06,2019-02-06,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MS
4535,4536,2019-05-20,2019-05-22,3,2,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,TO
4536,4537,2019-05-21,2019-05-28,8,2,5,128,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,GE
4537,4538,2018-07-15,2019-06-13,334,141,1,254,131,1,17,3,9,0,2,0,0,6,1,3,0,0,0,15,0,0,24,ITA,CB
4538,4539,2019-05-18,2019-05-18,1,1,5,86,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MI
4539,4540,2019-06-14,2019-06-14,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,PA
