,user_id,giorno_min,giorno_max,durata_vita,conteggio_giorni_totale,device_type,browser_type,os_type,site_giallozafferano,site_repubblica,site_subito,site_ansa,site_kijiji,site_corriere,site_ebay,site_pianetadonna,site_aranzulla,site_greenme,site_gazzetta,site_sole24ore,site_pourfemme,site_alfemminile,site_corrieresport,site_cookaround,site_autoscout,site_staseratv,prima_citta_stato_cod,prima_citta_cod
0,1,2019-05-27,2019-05-27,1,1,5,128,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,RM
1,2,2019-05-31,2019-06-13,14,3,2,156,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,RN
4,5,2019-05-06,2019-10-06,6,2,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,PV
6,7,2019-05-15,2019-05-20,6,2,2,11,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,FI
7,8,2019-06-15,2019-06-15,1,1,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MI
8,9,2019-06-16,2019-06-16,1,1,2,11,124,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ITA,MB
9,10,2018-07-04,2019-06-15,435,276,1,226,131,0,69,0,1,0,2,0,0,0,0,11,0,0,0,0,0,0,0,ITA,MI
10,11,2019-05-29,2019-05-29,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,RM
11,12,2019-03-18,2019-11-06,86,6,5,128,132,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MI
13,14,2019-01-03,2019-06-15,107,34,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,BA
14,15,2019-08-04,2019-06-06,60,5,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,LI
16,17,2019-05-22,2019-05-22,1,1,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,BA
17,18,2019-03-05,2019-02-06,31,7,2,86,144,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,ITA,BG
19,20,2019-03-14,2019-10-06,89,12,5,86,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ITA,PC
20,21,2019-06-05,2019-05-27,22,3,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MI
21,22,2019-11-06,2019-11-06,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,BR
22,23,2019-04-06,2019-06-15,12,8,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,FR
24,25,2019-08-06,2019-06-15,8,2,2,220,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,VE
25,26,2019-07-04,2019-05-27,51,6,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,NA
27,28,2018-10-25,2019-05-20,208,107,2,251,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,FG
28,29,2019-03-26,2019-12-06,79,76,1,128,131,2,0,0,18,0,1,0,0,0,0,6,2,1,3,0,0,2,26,ITA,MN
29,30,2019-05-30,2019-05-30,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,LC
31,32,2019-11-06,2019-11-06,1,1,1,254,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,FI
32,33,2019-05-05,2019-06-16,43,31,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ITA,BG
33,34,2019-06-13,2019-06-13,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,RM
34,35,2019-05-26,2019-05-26,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,BO
35,36,2019-07-06,2019-07-06,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MI
36,37,2019-05-27,2019-05-27,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MI
38,39,2019-06-13,2019-06-13,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,BS
40,41,2019-06-15,2019-06-15,1,1,1,254,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MI
43,44,2019-06-05,2019-06-14,40,15,2,251,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,NA
44,45,2019-07-02,2019-06-13,127,37,1,173,133,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,ITA,FE
45,46,2019-05-19,2019-05-19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MI
46,47,2019-05-28,2019-05-28,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,PD
47,48,2019-06-14,2019-06-14,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,NA
49,50,2019-11-06,2019-11-06,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,NA
52,53,2019-06-14,2019-06-14,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,CE
54,55,2019-05-31,2019-05-31,1,1,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,BO
56,57,2019-05-21,2019-05-29,9,4,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,IS
58,59,2019-10-06,2019-10-06,1,1,2,156,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,FC
59,60,2019-05-27,2019-06-16,21,3,2,86,144,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,ITA,MI
61,62,2019-07-04,2019-06-14,69,32,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,SP
62,63,2019-06-15,2019-06-15,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MI
63,64,2019-05-16,2019-05-16,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MO
64,65,2019-06-15,2019-06-15,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,TO
66,67,2019-05-16,2019-05-16,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,PV
68,69,2019-12-06,2019-12-06,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,OR
69,70,2019-05-16,2019-05-16,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,FG
70,71,2017-05-06,2019-06-15,741,354,1,173,133,2,0,0,3,0,0,0,0,1,1,0,0,0,3,1,0,0,1,ITA,MI
72,73,2019-05-27,2019-05-27,1,1,2,156,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,TO
73,74,2019-04-24,2019-05-24,31,7,2,11,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,TO
74,75,2019-05-25,2019-05-26,2,2,2,156,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,SI
75,76,2019-06-13,2019-06-13,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,VA
76,77,2019-09-02,2019-01-06,113,70,1,173,133,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MO
77,78,2019-06-15,2019-06-16,2,2,5,226,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,RE
79,80,2019-02-15,2019-05-29,104,39,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,ITA,MI
80,81,2019-07-06,2019-07-06,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,VI
81,82,2019-05-27,2019-03-06,8,3,2,86,144,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,ITA,TO
82,83,2019-06-16,2019-06-16,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,BS
83,84,2019-12-05,2019-05-29,18,2,2,219,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,UD
84,85,2019-05-17,2019-05-17,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,SI
85,86,2019-06-06,2019-11-06,6,2,1,173,133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MI
86,87,2019-06-14,2019-06-14,1,1,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,CB
87,88,2019-07-05,2019-06-14,39,19,2,86,144,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,ITA,FI
89,90,2018-06-21,2019-06-14,359,65,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MI
90,91,2019-07-04,2019-06-15,70,16,2,86,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,PA
93,94,2019-06-06,2019-06-06,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MB
94,95,2019-05-06,2019-08-06,4,2,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,PA
95,96,2019-06-15,2019-06-15,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,TV
96,97,2019-08-06,2019-06-15,8,2,2,251,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,SA
98,99,2019-05-06,2019-05-06,1,1,5,254,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,BS
99,100,2019-05-18,2019-05-18,1,1,5,128,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,ITA,BG
100,101,2019-05-25,2019-05-25,1,1,5,254,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,BZ
102,103,2019-05-31,2019-06-16,17,2,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,CT
103,104,2019-01-06,2019-01-06,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,CO
104,105,2019-05-24,2019-05-24,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,RM
107,108,2019-05-17,2019-05-17,1,1,1,254,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MI
108,109,2019-03-26,2019-06-13,80,15,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,FC
110,111,2019-05-19,2019-10-06,23,4,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,BG
111,112,2019-04-05,2019-05-19,16,3,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,TO
112,113,2019-05-05,2019-10-06,37,5,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ITA,TO
113,114,2019-12-06,2019-06-13,2,2,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,PR
114,115,2018-06-30,2019-04-06,340,67,1,228,131,0,6,1,0,0,1,17,1,0,0,2,1,0,0,0,0,0,4,ITA,MI
115,116,2019-05-24,2019-08-06,16,3,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,PA
116,117,2019-12-06,2019-06-15,4,2,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,BS
117,118,2019-05-21,2019-05-21,1,1,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,TO
118,119,2019-03-06,2019-03-06,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,RM
119,120,2019-09-04,2019-02-06,55,7,1,173,133,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ITA,MN
120,121,2019-12-06,2019-12-06,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,TV
121,122,2019-05-22,2019-06-14,24,4,2,156,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,PN
122,123,2019-10-06,2019-10-06,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,NA
123,124,2019-06-06,2019-06-06,1,1,1,33,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,TO
124,125,2019-05-30,2019-05-30,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,PC
125,126,2019-02-06,2019-03-06,2,2,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,NA
126,127,2019-10-01,2019-06-16,158,57,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MO
128,129,2019-04-06,2019-04-06,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,RM
129,130,2018-12-18,2019-06-06,171,27,2,86,124,0,0,2,0,0,40,2,0,0,0,0,0,0,0,2,0,0,0,ITA,RM
130,131,2019-07-06,2019-08-06,2,2,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,SA
134,135,2019-11-04,2019-06-16,67,28,1,173,133,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ITA,NA
136,137,2019-05-16,2019-05-20,5,3,2,11,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,RM
137,138,2019-05-31,2019-05-06,6,2,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,FG
138,139,2017-09-06,2019-06-14,736,224,2,251,144,0,0,0,0,1,1,0,0,0,0,1,6,0,3,0,0,0,0,ITA,MI
139,140,2019-05-19,2019-05-19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MI
141,142,2019-10-06,2019-11-06,2,2,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,ME
142,143,2019-08-06,2019-08-06,1,1,2,11,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,AG
143,144,2019-04-21,2019-06-15,56,4,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,PI
144,145,2019-04-24,2019-05-20,27,3,2,156,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,GR
145,146,2019-05-16,2019-05-16,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,LT
146,147,2019-05-31,2019-06-13,14,4,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,TO
147,148,2019-05-18,2019-05-18,1,1,2,251,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,TO
148,149,2019-05-15,2019-05-16,2,2,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,TO
150,151,2019-05-28,2019-02-06,6,2,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,NO
151,152,2019-05-23,2019-05-23,1,1,5,128,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,TO
152,153,2019-05-27,2019-05-27,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,RM
153,154,2019-04-06,2019-04-06,1,1,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,TO
155,156,2019-05-19,2019-05-19,1,1,5,128,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,PN
158,159,2019-01-03,2019-06-15,107,15,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,RM
161,162,2019-05-28,2019-05-28,1,1,2,156,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,TP
162,163,2019-11-06,2019-11-06,1,1,5,228,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MI
163,164,2019-06-15,2019-06-15,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MI
164,165,2018-08-14,2019-06-14,305,72,2,11,144,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,ITA,BG
165,166,2018-01-18,2019-12-06,511,186,1,173,133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MI
167,168,2019-01-19,2019-06-06,139,31,1,173,133,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ITA,RM
168,169,2019-05-26,2019-05-26,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,CN
170,171,2018-06-18,2019-05-27,344,66,2,86,144,31,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,ITA,MI
172,173,2019-12-06,2019-12-06,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,PA
173,174,2019-04-18,2019-05-17,30,2,2,255,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,PI
174,175,2019-05-27,2019-06-16,21,9,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ITA,NA
176,177,2019-10-06,2019-10-06,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,BA
177,178,2019-04-28,2019-05-20,23,4,2,156,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,CZ
178,179,2019-05-06,2019-05-06,1,1,2,156,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,SA
179,180,2019-05-22,2019-01-06,11,5,2,11,144,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,TA
180,181,2019-05-17,2019-05-17,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,SV
181,182,2019-06-06,2019-06-06,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,CS
182,183,2019-05-18,2019-05-18,1,1,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,PC
183,184,2019-05-23,2019-11-06,20,2,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MI
184,185,2019-11-01,2019-05-23,133,15,2,251,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,BO
185,186,2019-03-06,2019-03-06,1,1,2,86,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MI
190,191,2019-03-04,2019-02-06,61,6,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,AV
193,194,2019-05-20,2019-05-20,1,1,2,86,144,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,ITA,BN
194,195,2018-08-17,2019-04-06,292,52,2,86,124,3,7,0,5,0,0,1,0,0,0,11,0,0,0,0,0,0,0,ITA,PR
195,196,2019-04-14,2019-09-06,57,14,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,CO
197,198,2018-08-12,2019-05-22,166,45,5,128,132,0,0,0,0,0,0,6,0,2,0,1,0,0,0,1,0,0,0,ITA,FI
198,199,2019-11-06,2019-11-06,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,RA
201,202,2019-01-27,2019-11-06,136,24,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ITA,RM
204,205,2019-01-19,2019-11-06,144,12,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,NA
205,206,2019-02-02,2019-06-15,134,32,1,173,133,2,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,ITA,FI
207,208,2018-08-30,2019-05-06,280,37,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,VA
209,210,2019-04-29,2019-05-23,25,7,2,11,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,BG
210,211,2019-10-06,2019-10-06,1,1,2,251,144,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,FI
212,213,2019-10-06,2019-10-06,1,1,2,156,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,AN
213,214,2017-01-06,2019-09-06,739,151,1,173,133,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MO
214,215,2018-09-07,2019-06-16,343,133,1,173,133,0,1,1,10,1,1,0,0,0,0,3,1,0,0,9,0,0,0,ITA,BO
216,217,2019-05-21,2019-05-21,1,1,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,IM
217,218,2019-02-06,2019-09-06,8,4,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,PE
218,219,2019-04-21,2019-05-19,29,5,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MB
219,220,2019-04-30,2019-05-23,24,4,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,NA
221,222,2019-04-21,2019-05-21,31,2,5,254,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MI
222,223,2019-05-14,2019-05-31,18,2,1,254,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,PD
223,224,2019-05-26,2019-05-26,1,1,2,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,CA
224,225,2019-03-04,2019-05-22,50,13,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,LE
225,226,2019-01-21,2019-10-06,141,19,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,UD
226,227,2019-07-06,2019-07-06,1,1,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MB
227,228,2019-05-18,2019-05-28,11,2,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MI
228,229,2019-05-16,2019-05-16,1,1,2,156,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,BG
229,230,2019-05-19,2019-05-06,18,4,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,BS
231,232,2019-03-01,2019-06-13,162,42,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,VR
234,235,2019-05-22,2019-06-16,26,21,5,228,132,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,ITA,RM
235,236,2019-06-14,2019-06-14,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,NA
236,237,2019-04-01,2019-02-06,150,28,1,254,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,RM
237,238,2019-02-02,2019-06-16,135,31,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,TP
238,239,2019-06-15,2019-06-15,1,1,2,86,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,TO
239,240,2019-05-20,2019-05-20,1,1,4,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,GE
240,241,2019-06-14,2019-06-14,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,NA
241,242,2019-03-06,2019-03-06,1,1,2,11,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,BO
242,243,2019-05-31,2019-05-31,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,RM
244,245,2019-05-19,2019-06-14,27,4,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,VA
245,246,2019-05-25,2019-05-25,1,1,2,255,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,VA
246,247,2019-05-27,2019-05-27,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,PV
247,248,2019-05-27,2019-05-27,1,1,1,128,131,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MI
250,251,2019-05-24,2019-05-24,1,1,1,225,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,CE
251,252,2019-02-06,2019-02-06,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,BG
252,253,2019-06-06,2019-06-06,1,1,2,11,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,MI
253,254,2019-11-05,2019-05-25,15,2,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,NA
255,256,2018-06-10,2019-12-06,250,110,1,173,133,0,31,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,ITA,BO
256,257,2019-05-19,2019-04-06,17,12,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,NA
259,260,2019-08-06,2019-08-06,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,PA
265,266,2019-11-06,2019-06-13,3,2,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,CA
266,267,2019-06-14,2019-06-14,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,VI
267,268,2019-04-06,2019-05-06,2,2,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,RM
268,269,2019-03-30,2019-07-06,70,13,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,RM
269,270,2019-04-14,2019-05-26,43,16,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,TO
270,271,2019-03-25,2019-06-16,84,84,1,128,131,0,3,0,11,0,0,0,0,12,0,21,0,2,5,0,0,0,10,ITA,PG
272,273,2019-02-21,2019-06-06,106,22,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ITA,CA
