?uuid,giorno_min,giorno_max,durata_vita,conteggio_giorni_totale,device_type,browser_type,os_type,site_giallozafferano,site_repubblica,site_subito,site_ansa,site_kijiji,site_corriere,site_ebay,site_pianetadonna,site_aranzulla,site_greenme,site_gazzetta,site_sole24ore,site_pourfemme,site_alfemminile,site_corrieresport,site_cookaround,site_autoscout,site_staseratv,prima_citta
212,30/05/19,14/06/19,16,5,2,86,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
213,10/06/19,10/06/19,1,1,2,156,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-AN
214,01/06/17,09/06/19,739,151,1,173,133,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MO
215,09/07/18,16/06/19,343,133,1,173,133,0,1,1,10,1,1,0,0,0,0,3,1,0,0,9,0,0,0,ITA-BO
216,16/05/19,04/06/19,20,3,1,,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-ME
217,21/05/19,21/05/19,1,1,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-IM
218,02/06/19,09/06/19,8,4,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PE
219,21/04/19,19/05/19,29,5,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MB
220,30/04/19,23/05/19,24,4,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-NA
221,11/06/19,11/06/19,1,1,5,128,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
222,21/04/19,21/05/19,31,2,5,254,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
223,14/05/19,31/05/19,18,2,1,254,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PD
224,26/05/19,26/05/19,1,1,2,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-CA
225,03/04/19,22/05/19,50,13,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-LE
226,21/01/19,10/06/19,141,19,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-UD
227,07/06/19,07/06/19,1,1,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MB
228,18/05/19,28/05/19,11,2,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
229,16/05/19,16/05/19,1,1,2,156,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BG
230,19/05/19,05/06/19,18,4,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BS
231,16/05/19,16/05/19,1,1,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
232,03/01/19,13/06/19,162,42,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VR
233,25/03/19,23/05/19,60,13,1,,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BT
234,17/05/19,17/05/19,1,1,2,11,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
235,22/05/19,16/06/19,26,21,5,228,132,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,ITA-RM
236,14/06/19,14/06/19,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-NA
237,04/01/19,02/06/19,150,28,1,254,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
238,02/02/19,16/06/19,135,31,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-TP
239,15/06/19,15/06/19,1,1,2,86,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-TO
240,20/05/19,20/05/19,1,1,4,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-GE
241,14/06/19,14/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-NA
242,03/06/19,03/06/19,1,1,2,11,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BO
243,31/05/19,31/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
244,11/06/19,11/06/19,1,1,2,86,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
245,19/05/19,14/06/19,27,4,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VA
246,25/05/19,25/05/19,1,1,2,255,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VA
247,27/05/19,27/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PV
248,27/05/19,27/05/19,1,1,1,128,131,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
249,15/06/19,15/06/19,1,1,5,128,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
250,13/05/19,27/05/19,15,3,5,,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-FC
251,24/05/19,24/05/19,1,1,1,225,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-CE
252,02/06/19,02/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BG
253,06/06/19,06/06/19,1,1,2,11,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
254,11/05/19,25/05/19,15,2,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-NA
255,25/06/18,11/06/19,352,135,1,173,,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
256,06/10/18,12/06/19,250,110,1,173,133,0,31,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,ITA-BO
257,19/05/19,04/06/19,17,12,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-NA
258,21/05/19,21/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
259,16/06/19,16/06/19,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
260,08/06/19,08/06/19,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PA
261,22/03/18,16/06/19,452,435,,,,0,162,1,2,0,1,0,0,5,0,387,0,0,0,0,0,0,2,ITA-MI
262,03/06/19,03/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
263,12/06/19,12/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
264,27/04/19,30/05/19,34,3,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
265,18/05/19,18/05/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
266,11/06/19,13/06/19,3,2,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-CA
267,14/06/19,14/06/19,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VI
268,04/06/19,05/06/19,2,2,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
269,30/03/19,07/06/19,70,13,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
270,14/04/19,26/05/19,43,16,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-TO
271,25/03/19,16/06/19,84,84,1,128,131,0,3,0,11,0,0,0,0,12,0,21,0,2,5,0,0,0,10,ITA-PG
272,15/06/19,15/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
273,21/02/19,06/06/19,106,22,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ITA-CA
274,23/12/18,16/06/19,176,168,1,128,131,0,2,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VA
275,20/05/19,20/05/19,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
276,26/05/19,27/05/19,2,2,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-FI
277,14/06/19,16/06/19,3,2,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PV
278,10/06/19,10/06/19,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PI
279,02/06/19,03/06/19,2,2,2,156,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BG
280,22/05/19,22/05/19,1,1,2,11,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
281,05/06/19,05/06/19,1,1,5,86,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PA
282,27/05/19,27/05/19,1,1,2,11,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RE
283,23/05/19,23/05/19,1,1,2,86,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
284,02/05/19,17/05/19,16,7,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,ITA-NA
285,25/05/19,15/06/19,22,3,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-SS
286,10/06/19,10/06/19,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
287,07/05/19,08/06/19,33,3,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PA
288,11/06/19,11/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
289,19/05/19,14/06/19,27,3,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
290,22/06/18,12/06/19,356,121,1,173,133,0,0,0,3,0,0,0,0,0,1,3,1,0,0,2,0,0,0,ITA-AT
291,02/06/19,02/06/19,1,1,3,127,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
292,03/06/17,15/06/19,743,171,2,86,134,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,ITA-CZ
293,29/05/19,29/05/19,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
294,16/02/19,05/06/19,110,33,2,86,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-GE
295,13/07/18,15/06/19,338,172,1,,131,0,7,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,ITA-MI
296,22/05/19,22/05/19,1,1,2,251,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-FI
297,16/06/19,16/06/19,1,1,5,86,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RE
298,04/02/19,30/05/19,116,15,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ITA-RM
299,20/05/19,22/05/19,3,2,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BI
300,11/06/19,11/06/19,1,1,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VA
301,05/05/19,09/06/19,36,13,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PD
302,14/06/19,14/06/19,1,1,2,220,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
303,20/05/19,21/05/19,2,2,2,156,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PG
304,20/05/19,20/05/19,1,1,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VA
305,05/05/19,26/05/19,22,2,1,254,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
306,05/06/19,05/06/19,1,1,1,254,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
307,01/06/19,01/06/19,1,1,2,215,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MB
308,03/06/19,03/06/19,1,1,2,86,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-LE
309,25/05/19,25/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
310,05/09/18,16/06/19,285,274,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VE
311,14/06/19,16/06/19,3,2,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VI
312,20/06/18,14/06/19,360,128,,228,,10,2,1,6,0,5,0,0,0,0,0,1,0,0,2,0,0,2,ITA-MO
313,21/05/19,21/05/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
314,17/05/19,17/05/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
315,22/06/18,26/05/19,339,88,1,173,133,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BS
316,16/05/19,28/05/19,13,2,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
317,25/04/19,02/06/19,39,3,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RA
318,26/05/19,26/05/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
319,31/01/19,14/06/19,135,30,1,,131,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VI
320,22/05/19,30/05/19,9,4,2,86,124,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
321,01/06/19,13/06/19,13,5,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PA
322,04/06/19,04/06/19,1,1,2,11,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-GE
323,01/06/19,01/06/19,1,1,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
324,30/04/18,04/06/19,401,112,1,254,131,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,30,ITA-TV
325,08/05/19,18/05/19,11,2,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VT
326,06/05/18,11/06/19,402,87,1,173,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ITA-MI
327,21/12/17,04/06/19,531,257,,,133,25,1,0,0,0,0,0,3,0,3,0,1,0,0,0,0,0,0,ITA-FI
328,31/05/19,31/05/19,1,1,1,227,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
329,18/05/19,18/05/19,1,1,1,254,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
330,26/05/19,26/05/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-AN
331,22/03/19,19/05/19,59,14,2,86,144,0,3,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,ITA-RM
332,18/05/19,18/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
333,20/06/18,09/06/19,355,117,1,173,133,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ITA-NA
334,11/06/17,15/06/19,735,140,5,,132,18,0,0,0,0,0,0,4,0,0,0,0,4,7,0,1,0,0,ITA-BS
335,14/10/18,14/06/19,244,63,2,86,144,0,0,0,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,ITA-TO
336,30/11/18,11/06/19,194,62,1,173,133,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,ITA-PE
337,13/06/19,13/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
338,31/05/19,31/05/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
339,23/03/19,16/06/19,86,5,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
340,19/05/19,19/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-GE
341,12/06/19,12/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-ME
342,23/01/19,18/05/19,116,10,2,255,20,1,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,ITA-MI
343,04/05/19,10/06/19,38,3,5,128,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-UD
344,11/05/19,26/05/19,16,4,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
345,04/06/19,04/06/19,1,1,1,227,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
346,25/05/19,25/05/19,1,1,5,128,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VE
347,08/06/19,13/06/19,6,5,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
348,06/06/19,11/06/19,6,2,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
349,15/05/19,13/06/19,30,3,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
350,28/04/19,15/06/19,49,20,1,173,133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PG
351,14/06/19,14/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VI
352,17/05/19,17/05/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-AQ
353,25/10/18,02/06/19,221,82,1,128,131,0,1,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,ITA-BT
354,18/05/19,19/05/19,2,2,2,255,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RE
355,23/05/19,28/05/19,6,5,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-NA
356,26/05/19,26/05/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
357,28/05/19,28/05/19,1,1,1,227,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PI
358,20/05/19,20/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-FI
359,04/06/19,04/06/19,1,1,5,86,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
360,11/06/19,11/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
361,30/05/19,30/05/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
362,22/05/19,22/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
363,30/05/19,30/05/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
364,05/01/18,11/06/19,523,233,2,86,144,0,24,12,0,12,0,34,0,13,0,12,1,0,0,0,0,0,2,ITA-PV
365,06/05/19,05/06/19,31,9,2,7,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
366,19/05/19,19/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-FG
367,07/06/19,08/06/19,2,2,2,86,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
368,19/05/19,16/06/19,29,19,2,156,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VI
369,09/06/19,16/06/19,8,6,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
370,26/05/19,26/05/19,1,1,2,156,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BO
371,06/04/19,13/06/19,69,18,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-UD
372,31/01/19,17/05/19,107,15,2,251,144,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BG
373,09/03/19,15/06/19,99,28,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VA
374,07/04/19,16/06/19,71,23,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,ITA-NA
375,25/05/19,25/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
376,06/09/18,16/06/19,284,112,1,,133,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RE
377,20/05/19,03/06/19,15,2,2,251,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
378,14/05/19,25/05/19,12,3,2,11,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VE
379,07/06/19,10/06/19,4,2,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
380,18/05/19,18/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
381,30/05/19,10/06/19,12,2,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
382,03/06/19,03/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
383,28/05/19,28/05/19,1,1,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BO
384,13/06/19,15/06/19,3,3,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-SA
385,03/06/19,06/06/19,4,2,2,156,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
386,20/05/19,20/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-CA
387,10/11/17,15/06/19,583,153,1,173,133,2,0,1,6,0,1,0,0,1,0,0,0,0,0,0,0,0,2,ITA-TO
388,03/06/19,14/06/19,12,4,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
389,29/05/19,29/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-NA
390,30/04/19,05/06/19,37,10,2,156,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BS
391,30/05/19,30/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
392,12/02/19,10/06/19,119,77,1,128,131,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-LU
393,02/06/19,02/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
394,18/01/19,15/06/19,149,91,1,173,133,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-SA
395,10/06/19,10/06/19,1,1,1,225,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
396,28/04/19,16/06/19,50,10,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BN
397,29/04/19,20/05/19,22,3,2,253,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
398,30/05/19,30/05/19,1,1,1,228,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-TO
399,01/06/19,01/06/19,1,1,2,11,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
400,08/03/19,11/06/19,96,51,1,173,133,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,ITA-SA
401,20/06/18,12/06/19,358,73,1,173,133,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-TA
402,02/06/19,16/06/19,15,11,5,128,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ITA-MI
403,17/05/19,02/06/19,17,4,1,228,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
404,28/04/19,04/06/19,38,3,2,11,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-LI
405,14/05/19,31/05/19,18,2,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
406,05/10/18,25/05/19,233,29,1,,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-TS
407,29/05/19,29/05/19,1,1,5,227,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
408,21/02/19,13/06/19,113,17,1,173,133,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ITA-CT
409,15/05/19,30/05/19,16,7,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-NA
410,13/06/19,13/06/19,1,1,2,253,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-NA
411,28/05/19,28/05/19,1,1,2,33,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
412,05/09/18,14/06/19,283,79,1,173,133,0,0,0,5,0,0,0,0,1,2,2,0,0,0,3,0,0,2,ITA-MI
413,18/05/19,15/06/19,29,13,2,251,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-TO
414,18/05/19,19/05/19,2,2,2,11,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
415,20/05/19,20/05/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
416,29/05/19,08/06/19,11,2,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
417,08/04/19,18/05/19,41,3,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-CE
418,16/05/19,17/05/19,2,2,2,86,144,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,ITA-MI
419,10/06/19,10/06/19,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MO
420,18/11/18,16/06/19,211,99,1,173,133,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,110,ITA-PA
421,10/06/19,14/06/19,5,3,2,11,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
